chr	pos	N	X
chr18	3014904	13	6
chr18	3031032	12	3
chr18	3031044	12	4
chr18	3031065	19	6
chr18	3031069	7	5
chr18	3031082	57	24
chr18	3031089	51	18
chr18	3031092	51	19
chr18	3031244	13	2
chr18	3031256	13	4
chr18	3031277	23	12
chr18	3031281	10	5
chr18	3031294	51	17
chr18	3031301	41	9
chr18	3031304	41	11
chr18	3031411	11	2
chr18	3031456	6	4
chr18	3031468	5	3
chr18	3031489	11	5
chr18	3031493	5	1
chr18	3031506	50	14
chr18	3031513	45	9
chr18	3031516	45	12
chr18	3031598	6	4
chr18	3031623	6	4
chr18	3031668	14	5
chr18	3031680	14	6
chr18	3031701	34	14
chr18	3031705	20	8
chr18	3031719	20	7
chr18	3037325	29	10
chr18	3037554	1	0
chr18	3037572	1	0
chr18	3040395	8	8
chr18	3040406	8	8
chr18	3041314	1	0
chr18	3047968	2	0
chr18	3047980	2	1
chr18	3047982	2	1
chr18	3052681	2	0
chr18	3052711	2	0
chr18	3052756	8	2
chr18	3092642	20	14
chr18	3092666	20	13
chr18	3092677	29	17
chr18	3092695	29	22
chr18	3092704	29	19
chr18	3092819	5	1
chr18	3098304	19	7
chr18	3098454	17	5
chr18	3101837	3	0
chr18	3101848	3	0
chr18	3101872	51	0
chr18	3101887	51	2
chr18	3101899	51	0
chr18	3113115	1	0
chr18	3141075	14	9
chr18	3141225	21	4
chr18	3155844	7	2
chr18	3196581	31	17
chr18	3196675	1	0
chr18	3196691	2	0
chr18	3196736	39	32
chr18	3196745	31	9
chr18	3196760	31	12
chr18	3203345	34	34
chr18	3203467	7	3
chr18	3216958	14	6
chr18	3216982	14	4
chr18	3217222	3	3
chr18	3217224	3	3
chr18	3217226	3	3
chr18	3217241	3	3
chr18	3217248	66	38
chr18	3217344	4	2
chr18	3217370	6	4
chr18	3217373	2	1
chr18	3217402	2	0
chr18	3220055	4	2
chr18	3220323	1	1
chr18	3220475	1	0
chr18	3226251	33	0
chr18	3226348	13	4
chr18	3227370	6	0
chr18	3227377	6	3
chr18	3227401	6	3
chr18	3227435	2	0
chr18	3227453	29	18
chr18	3227461	27	17
chr18	3227512	24	15
chr18	3227546	16	5
chr18	3227566	15	4
chr18	3227571	15	8
chr18	3227581	15	5
chr18	3232665	10	6
chr18	3232717	2	1
chr18	3233280	19	9
chr18	3233430	12	4
chr18	3255233	28	21
chr18	3255360	4	2
chr18	3336739	20	2
chr18	3336787	9	0
chr18	3336804	9	0
chr18	3336810	9	0
chr18	3336853	34	0
chr18	3336873	34	0
chr18	3336887	33	0
chr18	3336908	43	0
chr18	3336915	43	1
chr18	3336930	42	0
chr18	3336935	42	0
chr18	3336939	45	0
chr18	3336943	2	0
chr18	3336947	2	0
chr18	3336953	2	0
chr18	3337106	1	0
chr18	3337116	2	0
chr18	3337119	2	0
chr18	3337147	1	0
chr18	3337151	1	0
chr18	3337155	1	0
chr18	3337159	1	0
chr18	3337201	2	0
chr18	3337208	1	0
chr18	3337218	3	0
chr18	3337222	5	0
chr18	3337228	5	0
chr18	3337233	5	0
chr18	3337238	3	0
chr18	3337244	6	0
chr18	3337255	3	0
chr18	3337261	3	0
chr18	3337266	4	0
chr18	3337268	4	0
chr18	3337272	8	0
chr18	3337276	8	0
chr18	3337280	5	0
chr18	3337284	5	0
chr18	3337288	4	0
chr18	3337291	4	0
chr18	3337305	5	0
chr18	3337309	1	0
chr18	3337317	1	0
chr18	3337319	1	0
chr18	3337324	1	0
chr18	3337332	1	0
chr18	3337335	1	0
chr18	3337339	1	0
chr18	3337422	16	0
chr18	3337438	21	0
chr18	3337447	21	0
chr18	3337450	5	0
chr18	3337454	22	0
chr18	3337457	2	0
chr18	3337976	29	0
chr18	3337982	44	0
chr18	3337984	44	0
chr18	3337993	44	0
chr18	3338006	44	0
chr18	3338015	14	0
chr18	3347936	6	0
chr18	3368536	124	38
chr18	3368649	27	3
chr18	3370048	2	0
chr18	3370113	1	0
chr18	3372977	1	1
chr18	3373200	3	2
chr18	3383064	32	0
chr18	3383071	33	0
chr18	3383083	33	0
chr18	3383161	272	0
chr18	3383178	274	0
chr18	3383181	271	1
chr18	3383191	282	0
chr18	3383202	10	0
chr18	3383215	10	0
chr18	3383221	10	0
chr18	3383246	10	0
chr18	3383249	12	0
chr18	3383265	12	0
chr18	3383275	32	0
chr18	3383282	20	0
chr18	3383284	20	0
chr18	3383296	30	0
chr18	3383299	29	0
chr18	3383302	28	0
chr18	3383305	30	0
chr18	3383316	10	0
chr18	3383322	10	0
chr18	3383330	19	0
chr18	3383339	19	0
chr18	3383345	19	0
chr18	3383362	59	0
chr18	3383376	43	0
chr18	3383420	23	0
chr18	3383601	12	0
chr18	3406022	2	0
chr18	3406071	8	4
chr18	3406178	1	0
chr18	3473450	1	0
chr18	3480978	1	0
chr18	3484663	16	10
chr18	3484813	17	9
chr18	3498975	78	44
chr18	3499015	1	0
chr18	3499069	23	23
chr18	3507002	30	1
chr18	3507028	63	0
chr18	3507051	31	0
chr18	3507132	16	0
chr18	3507136	17	0
chr18	3507139	16	0
